XNR_genes	GO_terms	SSHG_genes
XNR_5893	GO:0003677; GO:0003700; GO:0006352; GO:0016987	CLM82_20160 FE156_29800 FRZ02_22505 Salbus254_6292 SSHG_00054
XNR_3475	GO:0004514; GO:0009435	CWI85_36500 FRZ02_15955 Salbus254_3670 SSHG_02461
XNR_4697	GO:0003677; GO:0003700	Salbus254_4960 SSHG_01242
XNR_1908	GO:0004013; GO:0005737; GO:0006730	CWI85_37635 FRZ02_13165 Salbus254_2171 SSHG_04023
XNR_3962	GO:0003824; GO:0016051	CLM82_11785 FE156_19995 SSHG_01972
XNR_4384	GO:0018580; GO:0051213	CWI85_24900 FRZ02_27960 SSHG_01551
XNR_4413	GO:0006281; GO:0006310	CLM82_24155 CWI85_31125 FRZ02_28105 Salbus254_4650 SSHG_01522
XNR_0934	GO:0043190	CLM82_05250 CWI85_33885 FE156_05280 Salbus254_1167 SSHG_04996
XNR_1345	GO:0000049; GO:0005524; GO:0005737; GO:0006400; GO:0008168; GO:0016783	CLM82_20835 FRZ02_10355 Salbus254_1606 SSHG_04585
XNR_0888	GO:0004497; GO:0071949	Salbus254_1119 SSHG_05041
XNR_1572	GO:0005886; GO:0016021; GO:0055085	CLM82_01635 CWI85_36380 Salbus254_1835 SSHG_04352
XNR_2444	GO:0016740	CLM82_28970 SSHG_03477
XNR_4977	GO:0016787	FRZ02_16655 SSHG_00968
XNR_1342	GO:0009691; GO:0016787	FRZ02_10340 Salbus254_1603 SSHG_04588
XNR_3173	GO:0003677; GO:0006355	CLM82_13525 CWI85_00430 Salbus254_3378 SSHG_02766
XNR_0553	GO:0004340; GO:0005737; GO:0006096	CLM82_13350 EQK42_18295 FRZ02_06540 SSHG_05372
XNR_0780	GO:0003994; GO:0051539	CWI85_35810 Salbus254_1010 SSHG_05144
XNR_2148	GO:0008237	CWI85_36595 SSHG_03786
XNR_0172	GO:0003700	CWI85_28805 FRZ02_04545 SSHG_05745
XNR_2267	GO:0004733; GO:0008615; GO:0010181	FRZ02_14940 SSHG_03655
XNR_1321	GO:0000287; GO:0003984; GO:0009097; GO:0009099; GO:0030976; GO:0050660	CLM82_18310 SSHG_04609
XNR_0843	GO:0048037	CWI85_27175 Salbus254_1073 SSHG_05084
XNR_0971	GO:0005886; GO:0016021; GO:0055085	CWI85_17835 EQK42_04930 FRZ02_08380 Salbus254_1199 SSHG_04957
XNR_1857	GO:0003723; GO:0005737; GO:0070929	CLM82_30125 CWI85_11325 FRZ02_12910 Salbus254_2115 SSHG_04073
XNR_4802	GO:0005737; GO:0007049; GO:0051301	CWI85_33265 EQK42_06875 FE156_24155 SSHG_01136
XNR_3744	GO:0003735; GO:0005840; GO:0006412; GO:0019843	CWI85_36280 FE156_18945 FRZ02_24705 Salbus254_3948 SSHG_02191
XNR_1503	GO:0005524	CLM82_21165 CWI85_04585 FRZ02_11165 Salbus254_1766 SSHG_04419
XNR_4761	GO:0016616; GO:0051287	CWI85_21285 FRZ02_29955 Salbus254_5025 SSHG_01176
XNR_0767	GO:0003857; GO:0006635	CWI85_03180 FRZ02_07410 SSHG_05158
XNR_2673	GO:0016787	FE156_26495 FRZ02_19195 Salbus254_2899 SSHG_03261
XNR_2845	GO:0004359; GO:0004642; GO:0005524; GO:0005737; GO:0006189; GO:0006541	CWI85_35115 FRZ02_30350 Salbus254_3057 SSHG_03100
XNR_3480	GO:0004042; GO:0005737; GO:0006526	CWI85_06315 SSHG_02456
XNR_1473	GO:0005737; GO:0016149	CLM82_28140 CWI85_22350 FRZ02_11015 Salbus254_1735 SSHG_04452
XNR_1175	GO:0005886; GO:0016021; GO:0055085	FRZ02_09525 SSHG_04743
XNR_0963	GO:0006865	Salbus254_1191 SSHG_04965
XNR_3290	GO:0000287; GO:0004540; GO:0090729	FRZ02_30940 SSHG_02648
XNR_3333	GO:0016021	CWI85_05055 FRZ02_17560 SSHG_02604
XNR_5616	GO:0009236; GO:0043819	CWI85_02785 SSHG_00331
XNR_3431	GO:0003934; GO:0005525; GO:0006730; GO:0008270; GO:0035998; GO:0046654	CLM82_00785 CWI85_18005 EQK42_18365 FE156_17380 FRZ02_16285 Salbus254_3626 SSHG_02507
XNR_4968	GO:0008168; GO:0009236	FRZ02_16700 Salbus254_5232 SSHG_00976
XNR_4960	GO:0019491; GO:0033990	CLM82_11165 CWI85_01720 EQK42_08300 FE156_24930 FRZ02_16740 Salbus254_5224 SSHG_00984
XNR_3846	GO:0016021	CWI85_26325 FRZ02_25230 SSHG_02086
XNR_4149	GO:0016021	Salbus254_4376 SSHG_01788
XNR_1176	GO:0005524; GO:0016887; GO:0022857; GO:0043190	FRZ02_09530 SSHG_04742
XNR_3008	GO:0003697; GO:0005524; GO:0005737; GO:0006260; GO:0006281; GO:0009432	CLM82_02665 CWI85_28285 Salbus254_3209 SSHG_02935
XNR_0778	GO:0005886; GO:0016021; GO:0055085	CLM82_23990 CWI85_35800 FRZ02_07465 Salbus254_1008 SSHG_05146
XNR_2556	GO:0016021	CLM82_01215 CWI85_23690 FRZ02_24135 Salbus254_2782 SSHG_03374
XNR_3755	GO:0003735; GO:0005840; GO:0006412; GO:0019843	CLM82_14650 CWI85_36335 EQK42_05200 FE156_19000 FRZ02_24760 Salbus254_3959 SSHG_02180
XNR_1788	GO:0006865; GO:0016021; GO:0022857	CWI85_32160 Salbus254_2050 SSHG_04141
XNR_2944	GO:0003677; GO:0006355	CLM82_13990 CWI85_34805 Salbus254_3161 SSHG_03002
XNR_1753	GO:0016021; GO:0032977	Salbus254_2017 SSHG_04175
XNR_2411	GO:0005975; GO:0008270; GO:0016832	CWI85_07260 FRZ02_32085 Salbus254_2663 SSHG_03512
XNR_5298	GO:0003677	CWI85_36580 Salbus254_5568 SSHG_00649
XNR_3478	GO:0016021	CWI85_06325 Salbus254_3673 SSHG_02458
XNR_3864	GO:0000287; GO:0004775; GO:0005524; GO:0006099	CWI85_26155 FE156_19535 FRZ02_25370 Salbus254_4083 SSHG_02069
XNR_4565	GO:0016740	CWI85_07130 SSHG_01373
XNR_3297	GO:0003677; GO:0003700	CLM82_02275 CWI85_00475 FRZ02_17735 Salbus254_3499 SSHG_02641
XNR_3558	GO:0005623; GO:0016491; GO:0045454	CWI85_32485 FRZ02_15500 SSHG_02370
XNR_3721	GO:0000049; GO:0003735; GO:0006412; GO:0015935; GO:0019843	CLM82_14825 CWI85_35520 EQK42_25230 FE156_18800 FRZ02_24585 Salbus254_3925 SSHG_02214
XNR_5663	GO:0008177	CWI85_01250 FRZ02_21330 Salbus254_6029 SSHG_00286
XNR_3321	GO:0004252; GO:0016021	FRZ02_17620 SSHG_02616
XNR_4801	GO:0016021	CLM82_21575 CWI85_33270 EQK42_06870 FE156_24150 FRZ02_30085 Salbus254_5064 SSHG_01137
XNR_2397	GO:0016740	CWI85_35865 SSHG_03526
XNR_4618	GO:0046872; GO:0070006; GO:0070084	CWI85_26365 FRZ02_29115 Salbus254_4880 SSHG_01320
XNR_4867	GO:0000287; GO:0004743; GO:0016301; GO:0030955	CWI85_23230 FRZ02_17205 Salbus254_5132 SSHG_01074
XNR_3020	GO:0003677	CLM82_27405 CWI85_25005 EQK42_05475 FE156_15030 FRZ02_00740 SSHG_02924
XNR_2790	GO:0016021	FRZ02_23005 SSHG_03149
XNR_3163	GO:0003677; GO:0003700	CWI85_30200 FRZ02_01455 Salbus254_3368 SSHG_02774
XNR_5637	GO:0004616; GO:0006098; GO:0019521; GO:0050661	CWI85_17545 SSHG_00310
XNR_4548	GO:0004519	CWI85_01665 SSHG_01391
XNR_4671	GO:0009236; GO:0016994	Salbus254_4935 SSHG_01267
XNR_0655	GO:0016021; GO:0022857	CLM82_18815 CWI85_08630 FRZ02_06860 SSHG_05269
XNR_0561	GO:0000160; GO:0003677; GO:0006355	CWI85_31090 Salbus254_0831 SSHG_05364
XNR_0728	GO:0016740	CWI85_18250 FRZ02_07225 Salbus254_0961 SSHG_05195
XNR_0718	GO:0005524; GO:0016887	CWI85_30810 FE156_04165 FRZ02_07175 Salbus254_0951 SSHG_05205
XNR_4184	GO:0004360; GO:0005737; GO:0005975; GO:0006541; GO:0097367; GO:1901137	EQK42_08580 FRZ02_26920 Salbus254_4412 SSHG_01754
XNR_0878	GO:0016021	FRZ02_07935 SSHG_05051
XNR_2111	GO:0003677; GO:0006355	FRZ02_14255 Salbus254_2376 SSHG_03821
XNR_4142	GO:0005737; GO:0006308; GO:0008855; GO:0009318	CWI85_23665 FRZ02_26720 Salbus254_4369 SSHG_01796
XNR_3031	GO:0005887; GO:0007049; GO:0051301	CLM82_27460 CWI85_01620 FE156_14975 FRZ02_00795 Salbus254_3232 SSHG_02913
XNR_4571	GO:0016627; GO:0050660	CWI85_33290 FRZ02_28885 Salbus254_4832 SSHG_01367
XNR_5664	GO:0009055; GO:0051537	CWI85_01245 FRZ02_21335 Salbus254_6030 SSHG_00285
XNR_5061	GO:0004665; GO:0006571; GO:0008977	Salbus254_5327 SSHG_00887
XNR_0171	GO:0005524; GO:0016021; GO:0016887; GO:0042626	FRZ02_04540 SSHG_05746
XNR_1844	GO:0003677; GO:0030261	CLM82_11480 CWI85_17620 EQK42_27885 FE156_09715 FRZ02_12830 Salbus254_2101 SSHG_04086
XNR_4684	GO:0004356; GO:0005524; GO:0005737; GO:0006542	CWI85_29525 FRZ02_29570 Salbus254_4947 SSHG_01255
XNR_2079	GO:0016021; GO:0022857	CLM82_32785 FRZ02_14080 Salbus254_2344 SSHG_03854
XNR_5408	GO:0000287; GO:0003935; GO:0005525; GO:0008270; GO:0008686; GO:0009231; GO:0030145	FRZ02_20065 SSHG_00546
XNR_0670	GO:0003677; GO:0006355	FRZ02_06935 SSHG_05254
XNR_4792	GO:0005886; GO:0007049; GO:0008360; GO:0008963; GO:0009252; GO:0016021; GO:0051301; GO:0051992; GO:0071555	CLM82_32070 CWI85_02025 EQK42_06825 FE156_24105 FRZ02_30130 Salbus254_5055 SSHG_01146
XNR_4172	GO:0005886; GO:0016021; GO:0055085	FRZ02_26865 SSHG_01765
XNR_2727	GO:0003677; GO:0004519; GO:0006284; GO:0019104; GO:0046872; GO:0051539; GO:0140078	FRZ02_23405 SSHG_03206
XNR_4871	GO:0005524; GO:0015658; GO:0016887	CLM82_07445 CWI85_23210 EQK42_17885 Salbus254_5136 SSHG_01071
XNR_4347	GO:0008654; GO:0016021; GO:0016780	CWI85_24045 SSHG_01588
XNR_1108	GO:0003677	CLM82_16320 CWI85_10680 EQK42_07330 FE156_06015 FRZ02_09185 Salbus254_1356 SSHG_04815
XNR_0390	GO:0003677; GO:0004519; GO:0016853	CLM82_17865 CWI85_00745 FRZ02_05725 Salbus254_0653 SSHG_05534
XNR_5545	GO:0003677; GO:0003700	CLM82_30300 SSHG_00402
XNR_3630	GO:0005886; GO:0008137; GO:0016021; GO:0048038	CLM82_15305 CWI85_29940 FE156_18410 FRZ02_31485 Salbus254_3827 SSHG_02300
XNR_5458	GO:0016021	CLM82_33080 CWI85_31900 EQK42_25580 FE156_27580 FRZ02_20330 Salbus254_5728 SSHG_00489
XNR_5866	GO:0008483	FRZ02_22365 Salbus254_6264 SSHG_00083
XNR_0220	GO:0008410	Salbus254_0482 SSHG_05698
XNR_4382	GO:0003677; GO:0045892	CLM82_08815 CWI85_24890 FRZ02_27950 Salbus254_4619 SSHG_01553
XNR_2728	GO:0003677; GO:0006355	CLM82_16600 CWI85_24160 EQK42_17030 FE156_16630 FRZ02_23400 Salbus254_2935 SSHG_03205
XNR_1350	GO:0016021	CLM82_20810 CWI85_31530 EQK42_15275 FRZ02_10380 Salbus254_1611 SSHG_04580
XNR_4821	GO:0008233	CLM82_02325 CWI85_07690 FRZ02_17430 Salbus254_5087 SSHG_01116
XNR_1082	GO:0005524; GO:0015424; GO:0016887	CLM82_05495 CWI85_01355 FRZ02_09050 Salbus254_1330 SSHG_04844
XNR_4756	GO:0016021	CWI85_19850 FRZ02_29930 Salbus254_5020 SSHG_01181
XNR_4895	GO:0003677	CLM82_04600 CWI85_26245 FRZ02_17065 Salbus254_5159 SSHG_01048
XNR_5808	GO:0009058; GO:0016747	CWI85_04330 FRZ02_22075 SSHG_00145
XNR_4794	GO:0005886; GO:0008360; GO:0009252; GO:0016021; GO:0051301	CLM82_32060 FRZ02_30120 Salbus254_5057 SSHG_01144
XNR_4715	GO:0000160; GO:0003677; GO:0006355	FRZ02_29725 SSHG_01224
XNR_0203	GO:0016491	Salbus254_0465 SSHG_05714
XNR_4856	GO:0003676; GO:0005737	CLM82_06505 CWI85_18400 EQK42_14595 FE156_24415 FRZ02_17260 Salbus254_5122 SSHG_01082
XNR_3121	GO:0016021; GO:0051536	CLM82_29370 FRZ02_01255 Salbus254_3330 SSHG_02822
XNR_3969	GO:0016021	Salbus254_4189 SSHG_01965
XNR_5072	GO:0016021	FRZ02_18300 SSHG_00879
XNR_2894	GO:0004519; GO:0004527	Salbus254_3109 SSHG_03052
XNR_4661	GO:0008794	CWI85_24275 FRZ02_29455 Salbus254_4925 SSHG_01277
XNR_3950	GO:0016491	CWI85_24570 FRZ02_25780 SSHG_01984
XNR_3614	GO:0016021	CWI85_17940 Salbus254_3810 SSHG_02315
XNR_1334	GO:0005524; GO:0006412; GO:0016740; GO:0050567	CWI85_32005 FRZ02_10300 Salbus254_1595 SSHG_04596
XNR_3093	GO:0016787	Salbus254_3296 SSHG_02851
XNR_3977	GO:0005886; GO:0016021; GO:0022857	Salbus254_4197 SSHG_01957
XNR_3452	GO:0003677; GO:0003700	Salbus254_3647 SSHG_02484
XNR_3935	GO:0016021; GO:0016627	Salbus254_4156 SSHG_01999
XNR_5662	GO:0016021; GO:0016627	Salbus254_6028 SSHG_00287
XNR_0329	GO:0005524; GO:0005887; GO:0008556	Salbus254_0590 SSHG_05597
XNR_3772	GO:0000287; GO:0005737; GO:0006633; GO:0008897	CLM82_04660 FRZ02_24845 Salbus254_3976 SSHG_02163
XNR_5865	GO:0004497; GO:0005506; GO:0016705; GO:0020037	CLM82_14485 CWI85_02340 FRZ02_22360 Salbus254_6263 SSHG_00084
XNR_3743	GO:0003735; GO:0005840; GO:0006412; GO:0019843	CLM82_14710 CWI85_36275 EQK42_05260 FE156_18940 FRZ02_24700 Salbus254_3947 SSHG_02192
XNR_2402	GO:0016853; GO:0097367; GO:1901135	Salbus254_2654 SSHG_03521
XNR_3256	GO:0000166; GO:0006520; GO:0016639	Salbus254_3457 SSHG_02681
XNR_4726	GO:0004129; GO:0005886; GO:0016021	CLM82_06900 CWI85_17705 FRZ02_29780 Salbus254_4989 SSHG_01213
XNR_3791	GO:0002949; GO:0004222; GO:0005506; GO:0005737; GO:0061711	CWI85_19185 Salbus254_3996 SSHG_02144
XNR_3974	GO:0005886	CLM82_23250 SSHG_01960
XNR_2706	GO:0043856	CLM82_24645 CWI85_05615 EQK42_21545 FE156_16740 FRZ02_23510 Salbus254_2913 SSHG_03228
XNR_2555	GO:0016021; GO:0050660	CWI85_23695 FRZ02_24140 Salbus254_2781 SSHG_03375
XNR_1026	GO:0008233; GO:0046872	Salbus254_1275 SSHG_04901
XNR_1093	GO:0003677; GO:0008703; GO:0009231	FRZ02_09110 SSHG_04833
XNR_2077	GO:0003978; GO:0006012; GO:0050662	FRZ02_14070 Salbus254_2342 SSHG_03856
XNR_2715	GO:0016021; GO:0016787	Salbus254_2922 SSHG_03218
XNR_1143	GO:0003723; GO:0031119; GO:0106029	CWI85_28070 FRZ02_09365 Salbus254_1393 SSHG_04774
XNR_4407	GO:0003924; GO:0005525; GO:0005737; GO:0005886; GO:0042274; GO:0070181	CLM82_05795 CWI85_00775 EQK42_23095 FE156_22130 FRZ02_28075 Salbus254_4644 SSHG_01528
XNR_5496	GO:0042802	Salbus254_5768 SSHG_00451
XNR_5280	GO:0005887; GO:0055085	CWI85_30470 SSHG_00668
XNR_4483	GO:0016793	FRZ02_28430 SSHG_01457
XNR_0461	GO:0004609; GO:0005886; GO:0006646; GO:0016021	CLM82_16910 CWI85_06900 EQK42_09715 FE156_03055 FRZ02_06075 Salbus254_0730 SSHG_05463
XNR_0490	GO:0048037	CLM82_30795 CWI85_28200 FE156_03200 FRZ02_06225 SSHG_05433
XNR_3172	GO:0005524; GO:0005737; GO:0006260; GO:0006457; GO:0008270; GO:0009408; GO:0031072; GO:0051082	CWI85_00435 EQK42_11385 FRZ02_01500 Salbus254_3377 SSHG_02767
XNR_1985	GO:0004122; GO:0005737; GO:0006535; GO:0019343	Salbus254_2249 SSHG_03948
XNR_4718	GO:0005198; GO:0051536; GO:0097428	CLM82_08040 CWI85_17485 EQK42_15640 FE156_23720 FRZ02_29740 Salbus254_4981 SSHG_01221
XNR_2937	GO:0000105; GO:0004400; GO:0030170	Salbus254_3154 SSHG_03009
XNR_0161	GO:0005886; GO:0016021; GO:0055085	FRZ02_04490 Salbus254_0423 SSHG_05756
XNR_1768	GO:0016021	FRZ02_12485 Salbus254_2027 SSHG_04160
XNR_1460	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	CLM82_28205 CWI85_30905 FRZ02_10950 Salbus254_1722 SSHG_04466
XNR_3063	GO:0016853; GO:0061136	CWI85_18460 FRZ02_00960 SSHG_02881
XNR_2854	GO:0004639; GO:0005524; GO:0006189	CLM82_13065 CWI85_35065 FRZ02_30300 SSHG_03093
XNR_4938	GO:0016226	CWI85_35765 FRZ02_16850 Salbus254_5202 SSHG_01003
XNR_4812	GO:0016021	CWI85_10385 FRZ02_30025 Salbus254_5077 SSHG_01125
XNR_0860	GO:0005886; GO:0016021; GO:0055085	Salbus254_1090 SSHG_05068
XNR_2844	GO:0000287; GO:0004642; GO:0005524; GO:0005737; GO:0006189	CWI85_35120 FRZ02_30355 SSHG_03101
XNR_5056	GO:0001522; GO:0003723; GO:0009982	CLM82_06675 SSHG_00892
XNR_0326	GO:0003735; GO:0005840; GO:0006412	CLM82_20295 CWI85_23270 FE156_02370 FRZ02_05305 Salbus254_0587 SSHG_05602
XNR_0762	GO:0004853; GO:0005737; GO:0006782	Salbus254_0992 SSHG_05164
XNR_1463	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	CWI85_30890 FRZ02_10965 Salbus254_1725 SSHG_04463
XNR_3823	GO:0016491	FRZ02_25115 Salbus254_4028 SSHG_02108
XNR_3095	GO:0003677; GO:0006355	CWI85_29245 FRZ02_01125 Salbus254_3298 SSHG_02849
XNR_1239	GO:0003676; GO:0008168; GO:0031167	CLM82_03600 CWI85_25700 FE156_06705 FRZ02_09855 SSHG_04680
XNR_3418	GO:0016620	CWI85_18940 SSHG_02520
XNR_3654	GO:0008299; GO:0016740	CWI85_28955 EQK42_23665 FRZ02_31370 SSHG_02277
XNR_0817	GO:0016021; GO:0022857	Salbus254_1046 SSHG_05108
XNR_4758	GO:0016746	CWI85_19840 FRZ02_29940 SSHG_01179
XNR_0967	GO:0005524; GO:0016887	FRZ02_08360 SSHG_04961
XNR_3889	GO:0005886; GO:0016021; GO:0055085	CWI85_26695 CWI85_27765 FRZ02_25505 Salbus254_4112 SSHG_02044
XNR_3726	GO:0004068; GO:0005737; GO:0006523; GO:0015940	Salbus254_3930 SSHG_02209
XNR_3262	GO:0016021	Salbus254_3463 SSHG_02675
XNR_3194	GO:0000287; GO:0004588; GO:0009116; GO:0044205	CLM82_10545 CWI85_18795 SSHG_02743
XNR_1701	GO:0003746; GO:0003924; GO:0005525	CLM82_31170 CWI85_22275 FRZ02_12170 Salbus254_1966 SSHG_04224
XNR_5627	GO:0005524; GO:0016021; GO:0016887; GO:0042626	Salbus254_5994 SSHG_00320
XNR_5114	GO:0008168	Salbus254_5384 SSHG_00832
XNR_0898	GO:0016853	CWI85_35935 FRZ02_08040 Salbus254_1129 SSHG_05032
XNR_4376	GO:0003746; GO:0003924; GO:0005525; GO:0005886; GO:0043022; GO:0045727	FRZ02_27920 SSHG_01559
XNR_5267	GO:0003991; GO:0005524; GO:0005737; GO:0042450	CWI85_33150 FRZ02_19360 Salbus254_5537 SSHG_00682
XNR_4322	GO:0016021	CLM82_08495 CWI85_34695 EQK42_32920 FE156_21705 FRZ02_27660 Salbus254_4556 SSHG_01612
XNR_1633	GO:0003677	CLM82_09360 CWI85_06035 EQK42_18740 FE156_08725 FRZ02_11820 Salbus254_1897 SSHG_04291
XNR_5360	GO:0003746; GO:0005737	CLM82_26905 CWI85_17030 EQK42_14305 FRZ02_19820 Salbus254_5630 SSHG_00595
XNR_2629	GO:0008168	CWI85_01860 FRZ02_23765 Salbus254_2855 SSHG_03306
XNR_1863	GO:0005737; GO:0016149	CWI85_07315 FRZ02_12940 SSHG_04065
XNR_4729	GO:0004129; GO:0005886; GO:0016021; GO:0019646	CLM82_06915 CWI85_17690 FE156_23775 FRZ02_29795 Salbus254_4992 SSHG_01210
XNR_3584	GO:0003676; GO:0005737	CLM82_23145 CWI85_31355 EQK42_06770 FE156_18190 FRZ02_15375 Salbus254_3781 SSHG_02343
XNR_5251	GO:0004450; GO:0006097; GO:0006099; GO:0046872	CWI85_20505 Salbus254_5521 SSHG_00698
XNR_5027	GO:0004519	CWI85_03135 FE156_25275 FRZ02_18050 Salbus254_5292 SSHG_00919
XNR_4442	GO:0016491	CWI85_03345 FRZ02_28225 Salbus254_4679 SSHG_01493
XNR_5650	GO:0003677; GO:0008703; GO:0009231	FRZ02_21265 SSHG_00296
XNR_3708	GO:0000049; GO:0003735; GO:0006412; GO:0006417; GO:0015934; GO:0019843	CLM82_29645 CWI85_31750 EQK42_06665 FE156_18725 FRZ02_24515 Salbus254_3912 SSHG_02224
XNR_2340	GO:0004497; GO:0005506; GO:0016705; GO:0020037	Salbus254_2593 SSHG_03580
XNR_5569	GO:0005737; GO:0009039; GO:0043419	FRZ02_20890 Salbus254_5842 SSHG_00378
XNR_1337	GO:0005524; GO:0006412; GO:0006450; GO:0016740; GO:0050567	CLM82_02550 CWI85_32020 EQK42_05980 FRZ02_10315 Salbus254_1598 SSHG_04593
XNR_5048	GO:0003883; GO:0005524; GO:0006541; GO:0044210; GO:0046872	CLM82_12890 CWI85_02195 FRZ02_18180 Salbus254_5314 SSHG_00899
XNR_1404	GO:0015293; GO:0016021	CWI85_31670 Salbus254_1666 SSHG_04524
XNR_1566	GO:0003677; GO:0005737; GO:0006355; GO:0035731; GO:0046872; GO:0051539	CLM82_07205 CWI85_01560 EQK42_06335 FE156_08395 FRZ02_11490 Salbus254_1830 SSHG_04358
XNR_3339	GO:0000049; GO:0005737; GO:0019478; GO:0043908; GO:0051499; GO:0106026	CWI85_22660 FRZ02_17530 Salbus254_3544 SSHG_02598
XNR_1523	GO:0004591; GO:0006099; GO:0008683; GO:0016746; GO:0030976	FRZ02_11265 Salbus254_1786 SSHG_04400
XNR_0555	GO:0005886; GO:0016021; GO:0022857	CWI85_31060 FRZ02_06550 Salbus254_0825 SSHG_05370
XNR_1522	GO:0000155; GO:0005524; GO:0016021	CWI85_04310 FRZ02_11260 Salbus254_1785 SSHG_04401
XNR_3295	GO:0005524; GO:0016887	Salbus254_3497 SSHG_02643
XNR_4775	GO:0004489; GO:0005829; GO:0009086; GO:0035999	FRZ02_30215 SSHG_01162
XNR_1312	GO:0000166; GO:0004657; GO:0010133	FRZ02_10200 Salbus254_1573 SSHG_04619
XNR_2470	GO:0005524; GO:0016887	CWI85_25050 Salbus254_2719 SSHG_03453
XNR_3052	GO:0003677	CWI85_27125 FRZ02_00905 Salbus254_3254 SSHG_02892
XNR_4935	GO:0005524; GO:0016887	Salbus254_5199 SSHG_01006
XNR_1242	GO:0003735; GO:0005840; GO:0006412	CLM82_22230 CWI85_22545 EQK42_32840 FE156_06720 FRZ02_09870 Salbus254_1503 SSHG_04677
XNR_4180	GO:0000175; GO:0003676; GO:0005737	CWI85_00535 FRZ02_26900 Salbus254_4408 SSHG_01758
XNR_1589	GO:0003924; GO:0005525; GO:0005737; GO:0019843; GO:0042274; GO:0046872	CLM82_03970 CWI85_36975 FRZ02_11600 Salbus254_1853 SSHG_04334
XNR_5347	GO:0003677; GO:0005524; GO:0006260	FE156_27025 Salbus254_5617 SSHG_00608
XNR_5151	GO:0008237; GO:0046872	CLM82_30910 CWI85_19630 FRZ02_18720 Salbus254_5421 SSHG_00796
XNR_5442	GO:0005524	CLM82_26985 CWI85_07575 Salbus254_5712 SSHG_00508
XNR_4146	GO:0016301	CWI85_23685 Salbus254_4373 SSHG_01792
XNR_5635	GO:0006725; GO:0016853	CWI85_17535 FRZ02_31010 Salbus254_6002 SSHG_00312
XNR_0256	GO:0016787	Salbus254_0518 SSHG_05665
XNR_3575	GO:0005524; GO:0016887	CWI85_34185 FRZ02_15420 Salbus254_3772 SSHG_02353
XNR_5010	GO:0003677; GO:0003700	CWI85_01415 FRZ02_17970 Salbus254_5275 SSHG_00936
XNR_1385	GO:0043190; GO:0055085	Salbus254_1647 SSHG_04543
XNR_3689	GO:0016021	CWI85_32820 EQK42_10875 FE156_18635 FRZ02_24320 FRZ02_31325 Salbus254_3876 SSHG_02240
XNR_0962	GO:0016491; GO:0046872	Salbus254_1190 SSHG_04966
XNR_1890	GO:0000160; GO:0003677; GO:0006355	CLM82_17155 CWI85_00015 FRZ02_13070 Salbus254_2153 SSHG_04039
XNR_3737	GO:0003735; GO:0005840; GO:0006412	CLM82_14745 CWI85_36240 EQK42_05295 FE156_18905 FRZ02_24665 Salbus254_3941 SSHG_02198
XNR_5189	GO:0003755	CLM82_26775 CWI85_21955 EQK42_11195 FE156_26125 FRZ02_18910 Salbus254_5459 SSHG_00758
XNR_3570	GO:0008080	CWI85_27035 Salbus254_3767 SSHG_02358
XNR_0108	GO:0003700	CLM82_07780 CWI85_19135 FRZ02_04225 Salbus254_0368 SSHG_05810
XNR_4631	GO:0004356; GO:0006542	CLM82_09300 CWI85_17165 EQK42_21985 FE156_23240 FRZ02_02195 FRZ02_29180 Salbus254_4893 SSHG_01307
XNR_4509	GO:0006633; GO:0033817	CWI85_33840 FRZ02_28570 Salbus254_4747 SSHG_01431
XNR_1660	GO:0008080	Salbus254_1925 SSHG_04263
XNR_0777	GO:0005886; GO:0016021; GO:0055085	CWI85_35795 FRZ02_07460 Salbus254_1007 SSHG_05147
XNR_3680	GO:0005886; GO:0016021; GO:0016655; GO:0048038	CWI85_06270 FRZ02_24275 SSHG_02249
XNR_5443	GO:0016021	CLM82_26980 Salbus254_5713 SSHG_00507
XNR_2737	GO:0016740; GO:0016884	CLM82_16650 CWI85_31465 FE156_16585 FRZ02_23355 Salbus254_2944 SSHG_03196
XNR_1195	GO:0000049; GO:0002935; GO:0005737; GO:0019843; GO:0046872; GO:0051539; GO:0070040; GO:0070475	FE156_06480 FRZ02_09625 Salbus254_1446 SSHG_04724
XNR_3652	GO:0008239	Salbus254_3849 SSHG_02279
XNR_5669	GO:0008276; GO:0030745; GO:0052699	CWI85_19700 Salbus254_6035 SSHG_00280
XNR_3885	GO:0022857; GO:0043190	CWI85_26715 FRZ02_25485 Salbus254_4108 SSHG_02048
XNR_3424	GO:0016021	CWI85_06795 FRZ02_16325 SSHG_02514
XNR_2249	GO:0043856	CWI85_19680 FRZ02_14845 Salbus254_2500 SSHG_03673
XNR_1381	GO:0016853	CWI85_04155 EQK42_28680 FRZ02_10545 Salbus254_1643 SSHG_04547
XNR_3512	GO:0004735; GO:0005737; GO:0055129	CLM82_25565 CWI85_33945 FRZ02_15765 Salbus254_3706 SSHG_02423
XNR_3753	GO:0003735; GO:0005840; GO:0006412	CLM82_14660 CWI85_36325 EQK42_05210 FE156_18990 FRZ02_24750 Salbus254_3957 SSHG_02182
XNR_1673	GO:0009055; GO:0046872; GO:0051538; GO:0051539	CWI85_11425 EQK42_20245 FE156_08930 FRZ02_12020 Salbus254_1938 SSHG_04250
