# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2173041	2175206	-							XNR_1853	2166		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2173041	2175206	-	AGI88234.1			Bi-functional transferase/deacetylase			XNR_1853	2166	721	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2175219	2176049	-							XNR_1854	831		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2175219	2176049	-	AGI88235.1			Hypothetical protein			XNR_1854	831	276	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2176210	2177172	-							XNR_1855	963		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2176210	2177172	-	AGI88236.1			LysR-family transcriptional regulator			XNR_1855	963	320	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2177256	2178635	+							XNR_1856	1380		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2177256	2178635	+	AGI88237.1			Transmembrane efflux protein			XNR_1856	1380	459	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2179228	2179707	-							XNR_1857	480		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2179228	2179707	-	AGI88238.1			SsrA-binding protein			XNR_1857	480	159	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2179726	2180961	-							XNR_1858	1236		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2179726	2180961	-	AGI88239.1			carboxy-terminal processing protease precursor			XNR_1858	1236	411	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2180965	2181882	-							XNR_1859	918		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2180965	2181882	-	AGI88240.1			Cell division protein FtsX			XNR_1859	918	305	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2181910	2182599	-							XNR_1860	690		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2181910	2182599	-	AGI88241.1			Cell division transporter, ATP-binding protein FtsE			XNR_1860	690	229	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2182912	2183103	+							XNR_1861	192		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2182912	2183103	+	AGI88242.1			membrane protein			XNR_1861	192	63	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2183279	2183971	-							XNR_1862	693		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2183279	2183971	-	AGI88243.1			Hypothetical protein			XNR_1862	693	230	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2184259	2185374	-							XNR_1863	1116		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2184259	2185374	-	AGI88244.1			Peptide chain release factor 2			XNR_1863	1116	371	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2185966	2187228	-							XNR_1864	1263		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2185966	2187228	-	AGI88245.1			serine/threonine protein kinase			XNR_1864	1263	420	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2187587	2189257	-							XNR_1865	1671		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2187587	2189257	-	AGI88246.1			serine/threonine protein kinase			XNR_1865	1671	556	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2190116	2193079	+							XNR_1866	2964		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2190116	2193079	+	AGI88247.1			Hypothetical protein			XNR_1866	2964	987	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2192907	2193806	-							XNR_1867	900		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2192907	2193806	-	AGI88248.1			Delta 1-pyrroline-5-carboxylate reductase			XNR_1867	900	299	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2194275	2195612	+							XNR_1868	1338		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2194275	2195612	+	AGI88249.1			Alpha-glucosides-binding periplasmic protein AglE precursor			XNR_1868	1338	445	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2195615	2196943	+							XNR_1869	1329		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2195615	2196943	+	AGI88250.1			ABC alpha-glucoside transporter, inner membrane subunit AglF			XNR_1869	1329	442	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2196940	2197803	+							XNR_1870	864		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2196940	2197803	+	AGI88251.1			Alpha-glucoside transport system permease protein AglG			XNR_1870	864	287	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2198003	2200144	+							XNR_1871	2142		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2198003	2200144	+	AGI88252.1			CDP-glycosylpolyol phosphate:glycosylpolyol glycosylpolyolphosphotransferase			XNR_1871	2142	713	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2200141	2201334	-							XNR_1872	1194		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2200141	2201334	-	AGI88253.1			Glycosyltransferase family 4			XNR_1872	1194	397	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2201331	2204249	-							XNR_1873	2919		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2201331	2204249	-	AGI88254.1			glycosyl/glycerophosphate transferases involved in teichoic acid biosynthesis TagF/TagB/EpsJ/RodC			XNR_1873	2919	972	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2204246	2207818	-							XNR_1874	3573		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2204246	2207818	-	AGI88255.1			glycosyl/glycerophosphate transferases involved in teichoic acid biosynthesis TagF/TagB/EpsJ/RodC			XNR_1874	3573	1190	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2208018	2208830	-							XNR_1875	813		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2208018	2208830	-	AGI88256.1			methyltransferase			XNR_1875	813	270	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2208898	2209662	-							XNR_1876	765		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2208898	2209662	-	AGI88257.1			Methyltransferase type 11			XNR_1876	765	254	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2209673	2210926	-							XNR_1877	1254		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2209673	2210926	-	AGI88258.1			Acyltransferase mdmB			XNR_1877	1254	417	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2211084	2212046	+							XNR_1878	963		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2211084	2212046	+	AGI88259.1			UDP-glucose 4-epimerase			XNR_1878	963	320	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2212133	2217058	-							XNR_1879	4926		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2212133	2217058	-	AGI88260.1			NAD-specific glutamate dehydrogenase, large form			XNR_1879	4926	1641	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2217720	2218388	-							XNR_1880	669		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2217720	2218388	-	AGI88261.1			Phosphatase			XNR_1880	669	222	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2218462	2218971	-							XNR_1881	510		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2218462	2218971	-	AGI88262.1			Hypothetical protein			XNR_1881	510	169	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2219259	2219750	+							XNR_1882	492		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2219259	2219750	+	AGI88263.1			Hypothetical protein			XNR_1882	492	163	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2219753	2220655	-							XNR_1883	903		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2219753	2220655	-	AGI88264.1			LysR-family transcriptional regulatory protein			XNR_1883	903	300	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2220842	2220940	+							XNR_1884	99		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2220842	2220940	+	AGI88265.1			Hypothetical protein			XNR_1884	99	32	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2221577	2222068	-							XNR_1885	492		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2221577	2222068	-	AGI88266.1			Membrane protein			XNR_1885	492	163	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2222655	2223053	+							XNR_1886	399		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2222655	2223053	+	AGI88267.1			Hypothetical protein			XNR_1886	399	132	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2224460	2227276	-							XNR_1887	2817		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2224460	2227276	-	AGI88268.1			Protein export cytoplasm protein SecA ATPase RNAhelicase			XNR_1887	2817	938	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2227464	2228075	+							XNR_1888	612		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2227464	2228075	+	AGI88269.1			Acetyltransferase			XNR_1888	612	203	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2228258	2229499	+							XNR_1889	1242		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2228258	2229499	+	AGI88270.1			DUF1006 domain-containing protein			XNR_1889	1242	413	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2229553	2230356	-							XNR_1890	804		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2229553	2230356	-	AGI88271.1			LuxR family two component transcriptional regulator			XNR_1890	804	267	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2230547	2231296	-							XNR_1891	750		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2230547	2231296	-	AGI88272.1			Sigma 54 modulation protein/SSU ribosomal protein S30P			XNR_1891	750	249	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2231555	2232361	-							XNR_1892	807		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2231555	2232361	-	AGI88273.1			Competence protein F			XNR_1892	807	268	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2232566	2234434	-							XNR_1893	1869		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2232566	2234434	-	AGI88274.1			Lipoprotein lpqB			XNR_1893	1869	622	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2234454	2236619	-							XNR_1894	2166		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2234454	2236619	-	AGI88275.1			Two-component system histidine kinase			XNR_1894	2166	721	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2236621	2237298	-							XNR_1895	678		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2236621	2237298	-	AGI88276.1			Two component transcriptional regulator, winged helix family			XNR_1895	678	225	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2237314	2238369	-							XNR_1896	1056		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2237314	2238369	-	AGI88277.1			Methylthioribose-1-phosphate isomerase			XNR_1896	1056	351	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2238597	2239877	+							XNR_1897	1281		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2238597	2239877	+	AGI88278.1			Integral membrane protein			XNR_1897	1281	426	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2239882	2240574	+							XNR_1898	693		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2239882	2240574	+	AGI88279.1			Integral membrane protein			XNR_1898	693	230	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2240616	2241773	+							XNR_1899	1158		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2240616	2241773	+	AGI88280.1			Secreted protein			XNR_1899	1158	385	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2241770	2242750	+							XNR_1900	981		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2241770	2242750	+	AGI88281.1			ATPase AAA			XNR_1900	981	326	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2242877	2244070	+							XNR_1901	1194		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2242877	2244070	+	AGI88282.1			Lipoprotein			XNR_1901	1194	397	
gene	rRNA	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2244166	2244281	-							XNR_1902	116		
rRNA		GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2244166	2244281	-				5S ribosomal RNA			XNR_1902	116		
gene	rRNA	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2244378	2247498	-							XNR_1903	3121		
rRNA		GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2244378	2247498	-				23S ribosomal RNA			XNR_1903	3121		
gene	rRNA	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2247814	2249328	-							XNR_1904	1515		
rRNA		GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2247814	2249328	-				16S ribosomal RNA			XNR_1904	1515		
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2249913	2250917	-							XNR_1905	1005		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2249913	2250917	-	AGI88283.1			Integral membrane protein			XNR_1905	1005	334	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2250980	2251909	+							XNR_1906	930		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2250980	2251909	+	AGI88284.1			integral membrane protein			XNR_1906	930	309	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2251924	2252547	-							XNR_1907	624		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2251924	2252547	-	AGI88285.1			Hypothetical protein			XNR_1907	624	207	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2252689	2254143	-							XNR_1908	1455		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2252689	2254143	-	AGI88286.1			Adenosylhomocysteinase			XNR_1908	1455	484	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2254380	2255351	-							XNR_1909	972		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2254380	2255351	-	AGI88287.1			Cation diffusion facilitator family transporter			XNR_1909	972	323	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2255472	2256635	-							XNR_1910	1164		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2255472	2256635	-	AGI88288.1			Mannose-6-phosphate isomerase			XNR_1910	1164	387	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2256756	2257913	-							XNR_1911	1158		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2256756	2257913	-	AGI88289.1			SIS regulatory protein			XNR_1911	1158	385	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2258168	2258350	-							XNR_1912	183		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2258168	2258350	-	AGI88290.1			Trm112p domain-containing protein			XNR_1912	183	60	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2258941	2259615	+							XNR_1913	675		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2258941	2259615	+	AGI88291.1			putative hydrolases or acyltransferases (alpha/beta hydrolase superfamily)			XNR_1913	675	224	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2260290	2261672	-							XNR_1914	1383		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2260290	2261672	-	AGI88292.1			Phosphomannomutase			XNR_1914	1383	460	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2261822	2262430	+							XNR_1915	609		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2261822	2262430	+	AGI88293.1			Acetyltransferase			XNR_1915	609	202	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2262372	2263988	-							XNR_1916	1617		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2262372	2263988	-	AGI88294.1			L-lactate transport			XNR_1916	1617	538	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2264226	2264621	-							XNR_1917	396		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2264226	2264621	-	AGI88295.1			Hypothetical protein			XNR_1917	396	131	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2265062	2265445	+							XNR_1918	384		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2265062	2265445	+	AGI88296.1			Hypothetical protein			XNR_1918	384	127	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2265507	2267057	-							XNR_1919	1551		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2265507	2267057	-	AGI88297.1			Secreted protein			XNR_1919	1551	516	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2267054	2270800	-							XNR_1920	3747		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2267054	2270800	-	AGI88298.1			Glycosyl transferase, family 2			XNR_1920	3747	1248	
gene	protein_coding	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2271410	2271673	-							XNR_1921	264		
CDS	with_protein	GCA_000359525.1	Primary Assembly	chromosome		CP004370.1	2271410	2271673	-	AGI88299.1			WhiB-family transcriptional regulator, WhiB protein			XNR_1921	264	87	
